Name,Agent,Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Position,Precision,Observing Authority
Wellington Kelburn Aws,25354,E1427P,-41.285,174.768,125,G,Metservice
Station,Date,Time,Amount (mm),SofG,Deficit (mm),Runoff (mm),Period (Hrs),Freq
25354,20120926,0900,0.0,-,21.6,0.0,24,D
25354,20120927,0900,6.8,-,17.3,0.0,24,D
25354,20120928,0900,1.4,-,18.5,0.0,24,D
25354,20120929,0900,0.6,-,20.4,0.0,24,D
25354,20120930,0800,0.0,-,23.0,0.0,24,D
25354,20121001,0800,1.0,-,24.5,0.0,24,D
25354,20121002,0800,0.4,-,27.6,0.0,24,D
25354,20121003,0800,0.2,-,31.0,0.0,24,D
25354,20121004,0800,0.0,-,34.5,0.0,24,D
25354,20121005,0800,3.0,-,35.0,0.0,24,D
25354,20121006,0800,0.4,-,38.1,0.0,24,D
25354,20121007,0800,5.2,-,36.4,0.0,24,D
25354,20121008,0800,0.0,-,39.9,0.0,24,D
25354,20121009,0800,6.0,-,37.4,0.0,24,D
25354,20121010,0800,3.2,-,37.7,0.0,24,D
25354,20121011,0800,0.0,-,41.2,0.0,24,D
25354,20121012,0800,0.0,-,44.7,0.0,24,D
25354,20121013,0800,2.0,-,46.2,0.0,24,D
25354,20121014,0800,21.2,-,28.5,0.0,24,D
25354,20121015,0800,0.2,-,31.8,0.0,24,D
25354,20121016,0800,0.0,-,35.3,0.0,24,D
25354,20121017,0800,0.0,-,38.8,0.0,24,D
25354,20121018,0800,0.0,-,42.3,0.0,24,D
25354,20121019,0800,10.6,-,35.2,0.0,24,D
25354,20121020,0800,5.4,-,33.3,0.0,24,D
25354,20121021,0800,8.4,-,28.4,0.0,24,D
25354,20121022,0800,0.0,-,31.9,0.0,24,D
25354,20121023,0800,0.8,-,34.6,0.0,24,D
25354,20121024,0800,0.0,-,38.1,0.0,24,D
25354,20121025,0800,0.0,-,41.6,0.0,24,D
25354,20121026,0800,0.0,-,45.1,0.0,24,D
25354,20121027,0800,0.0,-,48.6,0.0,24,D
25354,20121028,0800,3.4,-,48.7,0.0,24,D
25354,20121029,0800,1.0,-,51.2,0.0,24,D
25354,20121030,0800,0.0,-,54.7,0.0,24,D
25354,20121031,0800,0.0,-,58.2,0.0,24,D
25354,20121101,0800,0.0,-,61.7,0.0,24,D
25354,20121102,0800,0.0,-,65.9,0.0,24,D
25354,20121103,0800,3.4,-,66.7,0.0,24,D
25354,20121104,0800,11.8,-,59.1,0.0,24,D
25354,20121105,0800,0.0,-,63.2,0.0,24,D
25354,20121106,0800,2.0,-,65.4,0.0,24,D
25354,20121107,0800,0.2,-,69.4,0.0,24,D
25354,20121108,0800,0.0,-,73.5,0.0,24,D
25354,20121109,0800,0.0,-,77.7,0.0,24,D
25354,20121110,0800,0.0,-,81.7,0.0,24,D
25354,20121111,0800,0.0,-,85.5,0.0,24,D
25354,20121112,0800,5.4,-,83.7,0.0,24,D
25354,20121113,0800,0.4,-,87.0,0.0,24,D
25354,20121114,0800,0.0,-,90.5,0.0,24,D
25354,20121115,0800,0.0,-,93.8,0.0,24,D
25354,20121116,0800,2.2,-,94.7,0.0,24,D
25354,20121117,0800,0.2,-,97.6,0.0,24,D
25354,20121118,0800,1.8,-,98.7,0.0,24,D
25354,20121119,0800,0.2,-,101.4,0.0,24,D
25354,20121120,0800,0.0,-,104.1,0.0,24,D
25354,20121121,0800,0.0,-,106.6,0.0,24,D
25354,20121122,0800,0.2,-,108.8,0.0,24,D
25354,20121123,0800,0.0,-,111.1,0.0,24,D
25354,20121124,0800,0.0,-,113.3,0.0,24,D
25354,20121125,0800,0.0,-,115.3,0.0,24,D
25354,20121126,0800,0.0,-,117.3,0.0,24,D
25354,20121127,0800,0.0,-,119.1,0.0,24,D
25354,20121128,0800,0.0,-,120.8,0.0,24,D
25354,20121129,0800,0.0,-,122.4,0.0,24,D
25354,20121130,0800,4.8,-,119.2,0.0,24,D
25354,20121201,0800,0.0,-,120.9,0.0,24,D
25354,20121202,0800,12.8,-,109.9,0.0,24,D
25354,20121203,0800,0.0,-,112.3,0.0,24,D
25354,20121204,0800,0.0,-,114.7,0.0,24,D
25354,20121205,0800,0.4,-,116.4,0.0,24,D
25354,20121206,0800,10.0,-,108.5,0.0,24,D
25354,20121207,0800,2.4,-,108.7,0.0,24,D
25354,20121208,0800,9.4,-,101.8,0.0,24,D
25354,20121209,0800,0.0,-,104.8,0.0,24,D
25354,20121210,0800,0.0,-,107.6,0.0,24,D
25354,20121211,0800,0.0,-,110.2,0.0,24,D
25354,20121212,0800,0.2,-,112.5,0.0,24,D
25354,20121213,0800,0.0,-,114.8,0.0,24,D
25354,20121214,0800,0.0,-,116.9,0.0,24,D
25354,20121215,0800,0.0,-,119.0,0.0,24,D
25354,20121216,0800,0.0,-,120.9,0.0,24,D
25354,20121217,0800,0.0,-,122.7,0.0,24,D
25354,20121218,0800,4.6,-,119.8,0.0,24,D
25354,20121219,0800,1.2,-,120.4,0.0,24,D
25354,20121220,0800,0.0,-,122.3,0.0,24,D
25354,20121221,0800,0.0,-,124.0,0.0,24,D
25354,20121222,0800,2.0,-,123.6,0.0,24,D
25354,20121223,0800,0.0,-,125.2,0.0,24,D
25354,20121224,0800,0.0,-,126.7,0.0,24,D
25354,20121225,0800,0.2,-,128.0,0.0,24,D
25354,20121226,0800,0.0,-,129.3,0.0,24,D
25354,20121227,0800,14.2,-,116.4,0.0,24,D
25354,20121228,0800,0.4,-,118.1,0.0,24,D
25354,20121229,0800,11.6,-,108.4,0.0,24,D
25354,20121230,0800,0.4,-,110.6,0.0,24,D
25354,20121231,0800,0.0,-,113.0,0.0,24,D
25354,20130101,0800,0.2,-,115.1,0.0,24,D
25354,20130102,0800,0.0,-,117.5,0.0,24,D
25354,20130103,0800,9.8,-,110.0,0.0,24,D
25354,20130104,0800,0.2,-,112.5,0.0,24,D
25354,20130105,0800,0.0,-,115.1,0.0,24,D
25354,20130106,0800,0.0,-,117.5,0.0,24,D
25354,20130107,0800,0.0,-,119.7,0.0,24,D
25354,20130108,0800,0.0,-,121.8,0.0,24,D
25354,20130109,0800,0.0,-,123.8,0.0,24,D
25354,20130110,0800,0.0,-,125.6,0.0,24,D
25354,20130111,0800,2.4,-,124.8,0.0,24,D
25354,20130112,0800,0.0,-,126.6,0.0,24,D
25354,20130113,0800,1.0,-,127.2,0.0,24,D
25354,20130114,0800,14.0,-,114.8,0.0,24,D
25354,20130115,0800,21.0,-,96.2,0.0,24,D
25354,20130116,0800,17.0,-,82.9,0.0,24,D
25354,20130117,0800,0.0,-,87.5,0.0,24,D
25354,20130118,0800,16.8,-,75.0,0.0,24,D
25354,20130119,0800,0.0,-,80.2,0.0,24,D
25354,20130120,0800,1.0,-,84.0,0.0,24,D
25354,20130121,0800,0.0,-,88.5,0.0,24,D
25354,20130122,0800,0.0,-,92.7,0.0,24,D
25354,20130123,0800,0.0,-,96.7,0.0,24,D
25354,20130124,0800,0.0,-,100.4,0.0,24,D
25354,20130125,0800,5.0,-,98.8,0.0,24,D
25354,20130126,0800,0.0,-,102.3,0.0,24,D
25354,20130127,0800,0.0,-,105.6,0.0,24,D
25354,20130128,0800,0.0,-,108.6,0.0,24,D
25354,20130129,0800,0.0,-,111.5,0.0,24,D
25354,20130130,0800,0.0,-,114.1,0.0,24,D
25354,20130131,0800,0.0,-,116.6,0.0,24,D
25354,20130201,0800,0.0,-,118.9,0.0,24,D
25354,20130202,0800,0.0,-,120.9,0.0,24,D
25354,20130203,0800,0.0,-,122.8,0.0,24,D
25354,20130204,0800,0.0,-,124.6,0.0,24,D
25354,20130205,0800,62.0,-,64.2,0.0,24,D
25354,20130206,0800,1.0,-,68.1,0.0,24,D
25354,20130207,0800,0.0,-,73.0,0.0,24,D
25354,20130208,0800,0.0,-,77.9,0.0,24,D
25354,20130209,0800,0.0,-,82.6,0.0,24,D
25354,20130210,0800,0.0,-,87.0,0.0,24,D
25354,20130211,0800,0.0,-,91.1,0.0,24,D
25354,20130212,0800,1.8,-,93.1,0.0,24,D
25354,20130213,0800,0.4,-,96.4,0.0,24,D
25354,20130214,0800,0.0,-,99.9,0.0,24,D
25354,20130215,0800,0.0,-,103.1,0.0,24,D
25354,20130216,0800,0.0,-,106.2,0.0,24,D
25354,20130217,0800,0.2,-,108.8,0.0,24,D
25354,20130218,0800,0.0,-,111.5,0.0,24,D
25354,20130219,0800,0.0,-,114.0,0.0,24,D
25354,20130220,0800,0.0,-,116.4,0.0,24,D
25354,20130221,0800,0.0,-,118.5,0.0,24,D
25354,20130222,0800,0.0,-,120.6,0.0,24,D
25354,20130223,0800,0.2,-,122.3,0.0,24,D
25354,20130224,0800,0.0,-,124.1,0.0,24,D
25354,20130225,0800,0.0,-,125.8,0.0,24,D
25354,20130226,0800,0.0,-,127.4,0.0,24,D
25354,20130227,0800,0.0,-,128.8,0.0,24,D
25354,20130228,0800,0.0,-,130.2,0.0,24,D
25354,20130301,0800,0.0,-,131.5,0.0,24,D
25354,20130302,0800,0.0,-,132.3,0.0,24,D
25354,20130303,0800,0.0,-,133.1,0.0,24,D
25354,20130304,0800,0.0,-,133.8,0.0,24,D
25354,20130305,0800,0.2,-,134.4,0.0,24,D
25354,20130306,0800,0.0,-,135.1,0.0,24,D
25354,20130307,0800,0.0,-,135.7,0.0,24,D
25354,20130308,0800,0.0,-,136.3,0.0,24,D
25354,20130309,0800,0.2,-,136.8,0.0,24,D
25354,20130310,0800,0.0,-,137.3,0.0,24,D
25354,20130311,0800,0.2,-,137.7,0.0,24,D
25354,20130312,0800,0.0,-,138.2,0.0,24,D
25354,20130313,0800,0.0,-,138.8,0.0,24,D
25354,20130314,0800,0.0,-,139.3,0.0,24,D
25354,20130315,0800,0.0,-,139.7,0.0,24,D
25354,20130316,0800,0.0,-,140.2,0.0,24,D
25354,20130317,0800,0.0,-,140.6,0.0,24,D
25354,20130318,0800,24.6,-,116.4,0.0,24,D
25354,20130319,0800,58.2,-,59.7,0.0,24,D
25354,20130320,0800,3.8,-,59.2,0.0,24,D
25354,20130321,0800,0.2,-,62.4,0.0,24,D
25354,20130322,0800,0.0,-,65.7,0.0,24,D
25354,20130323,0800,0.0,-,69.0,0.0,24,D
25354,20130324,0800,0.0,-,72.3,0.0,24,D
25354,20130325,0800,0.0,-,75.6,0.0,24,D
25354,20130326,0800,0.0,-,78.9,0.0,24,D
25354,20130327,0800,0.0,-,82.1,0.0,24,D
25354,20130328,0800,0.0,-,85.1,0.0,24,D
25354,20130329,0800,0.0,-,88.0,0.0,24,D
25354,20130330,0800,0.0,-,90.7,0.0,24,D
25354,20130331,0800,0.0,-,93.3,0.0,24,D
25354,20130401,0800,3.0,-,92.8,0.0,24,D
25354,20130402,0800,0.0,-,94.4,0.0,24,D
25354,20130403,0800,0.0,-,96.0,0.0,24,D
25354,20130404,0800,1.2,-,96.3,0.0,24,D
25354,20130405,0800,0.0,-,97.7,0.0,24,D
25354,20130406,0800,0.0,-,99.2,0.0,24,D
25354,20130407,0900,4.6,-,96.0,0.0,24,D
25354,20130408,0900,0.6,-,96.9,0.0,24,D
25354,20130409,0900,0.0,-,98.4,0.0,24,D
25354,20130410,0900,4.0,-,95.8,0.0,24,D
25354,20130411,0900,0.0,-,97.3,0.0,24,D
25354,20130412,0900,0.0,-,98.8,0.0,24,D
25354,20130413,0900,0.2,-,100.0,0.0,24,D
25354,20130414,0900,2.0,-,99.4,0.0,24,D
25354,20130415,0900,0.0,-,100.8,0.0,24,D
25354,20130416,0900,0.0,-,102.1,0.0,24,D
25354,20130417,0900,6.2,-,97.2,0.0,24,D
25354,20130418,0900,8.8,-,89.9,0.0,24,D
25354,20130419,0900,1.0,-,90.6,0.0,24,D
25354,20130420,0900,1.6,-,90.6,0.0,24,D
25354,20130421,0900,37.0,-,55.3,0.0,24,D
25354,20130422,0900,7.6,-,49.7,0.0,24,D
25354,20130423,0900,1.2,-,50.6,0.0,24,D
25354,20130424,0900,2.0,-,50.7,0.0,24,D
25354,20130425,0900,5.2,-,47.6,0.0,24,D
25354,20130426,0900,1.4,-,48.2,0.0,24,D
25354,20130427,0900,0.0,-,50.3,0.0,24,D
25354,20130428,0900,0.0,-,52.4,0.0,24,D
25354,20130429,0900,0.0,-,54.5,0.0,24,D
25354,20130430,0900,0.0,-,56.6,0.0,24,D
25354,20130501,0900,2.5,-,56.1,0.0,24,D
25354,20130502,0900,0.0,-,57.2,0.0,24,D
25354,20130503,0900,23.2,-,35.1,0.0,24,D
25354,20130504,0900,0.6,-,35.7,0.0,24,D
25354,20130505,0900,0.0,-,36.8,0.0,24,D
25354,20130506,0900,45.0,-,0.0,7.1,24,D
25354,20130507,0900,50.0,-,0.0,48.9,24,D
25354,20130508,0900,0.5,-,0.6,0.0,24,D
25354,20130509,0900,0.0,-,1.7,0.0,24,D
25354,20130510,0900,3.6,-,0.0,0.8,24,D
25354,20130511,0900,1.0,-,0.1,0.0,24,D
25354,20130512,0900,1.4,-,0.0,0.2,24,D
25354,20130513,0900,0.2,-,0.9,0.0,24,D
25354,20130514,0900,0.0,-,2.0,0.0,24,D
25354,20130515,0900,0.5,-,2.6,0.0,24,D
25354,20130516,0900,0.5,-,3.2,0.0,24,D
25354,20130517,0900,0.0,-,4.3,0.0,24,D
25354,20130518,0900,4.8,-,0.7,0.0,24,D
25354,20130519,0900,10.0,-,0.0,8.2,24,D
25354,20130520,0900,1.0,-,0.1,0.0,24,D
25354,20130521,0900,0.8,-,0.4,0.0,24,D
25354,20130522,0900,0.5,-,1.0,0.0,24,D
25354,20130523,0900,8.5,-,0.0,6.4,24,D
25354,20130524,0900,0.0,-,1.1,0.0,24,D
25354,20130525,0900,1.0,-,1.2,0.0,24,D
25354,20130526,0900,0.0,-,2.3,0.0,24,D
25354,20130527,0900,0.0,-,3.4,0.0,24,D
25354,20130528,0900,6.0,-,0.0,1.5,24,D
25354,20130529,0900,2.0,-,0.0,0.9,24,D
25354,20130530,0900,0.0,-,1.1,0.0,24,D
25354,20130531,0900,0.0,-,2.2,0.0,24,D
25354,20130601,0900,0.0,-,3.3,0.0,24,D
25354,20130602,0900,0.0,-,4.1,0.0,24,D
25354,20130603,0900,0.5,-,4.3,0.0,24,D
25354,20130604,0900,1.5,-,3.5,0.0,24,D
25354,20130605,0900,27.4,-,0.0,23.1,24,D
25354,20130606,0900,1.5,-,0.0,0.8,24,D
25354,20130607,0900,0.0,-,0.7,0.0,24,D
25354,20130608,0900,0.0,-,1.5,0.0,24,D
25354,20130609,0900,1.2,-,1.0,0.0,24,D
25354,20130610,0900,1.0,-,0.7,0.0,24,D
25354,20130611,0900,0.0,-,1.5,0.0,24,D
25354,20130612,0900,1.2,-,1.0,0.0,24,D
25354,20130613,0900,0.2,-,1.5,0.0,24,D
25354,20130614,0900,2.6,-,0.0,0.3,24,D
25354,20130615,0900,3.8,-,0.0,3.1,24,D
25354,20130616,0900,2.0,-,0.0,1.3,24,D
25354,20130617,0900,29.2,-,0.0,28.5,24,D
25354,20130618,0900,12.5,-,0.0,11.8,24,D
25354,20130619,0900,17.5,-,0.0,16.8,24,D
25354,20130620,0900,21.2,-,0.0,20.5,24,D
25354,20130621,0900,42.6,-,0.0,41.9,24,D
25354,20130622,0900,46.6,-,0.0,45.9,24,D
25354,20130623,0900,36.6,-,0.0,35.9,24,D
25354,20130624,0900,0.2,-,0.5,0.0,24,D
25354,20130625,0900,0.2,-,1.1,0.0,24,D
25354,20130626,0900,0.2,-,1.6,0.0,24,D
25354,20130627,0900,3.4,-,0.0,1.1,24,D
25354,20130628,0900,14.6,-,0.0,13.9,24,D
25354,20130629,0900,1.4,-,0.0,0.7,24,D
25354,20130630,0900,0.4,-,0.3,0.0,24,D
25354,20130701,0900,0.0,-,1.1,0.0,24,D
25354,20130702,0900,0.0,-,2.0,0.0,24,D
25354,20130703,0900,0.2,-,2.8,0.0,24,D
25354,20130704,0900,0.0,-,3.8,0.0,24,D
25354,20130705,0900,0.0,-,4.8,0.0,24,D
25354,20130706,0900,0.0,-,5.8,0.0,24,D
25354,20130707,0900,1.2,-,5.6,0.0,24,D
25354,20130708,0900,0.0,-,6.5,0.0,24,D
25354,20130709,0900,0.0,-,7.5,0.0,24,D
25354,20130710,0900,40.2,-,0.0,31.7,24,D
25354,20130711,0900,10.8,-,0.0,9.8,24,D
25354,20130712,0900,8.2,-,0.0,7.2,24,D
25354,20130713,0900,5.6,-,0.0,4.6,24,D
25354,20130714,0900,4.6,-,0.0,3.6,24,D
25354,20130715,0900,15.2,-,0.0,14.2,24,D
25354,20130716,0900,10.8,-,0.0,9.8,24,D
25354,20130717,0900,0.2,-,0.8,0.0,24,D
25354,20130718,0900,0.0,-,1.8,0.0,24,D
25354,20130719,0900,0.0,-,2.7,0.0,24,D
25354,20130720,0900,0.2,-,3.5,0.0,24,D
25354,20130721,0900,0.8,-,3.7,0.0,24,D
25354,20130722,0900,0.2,-,4.5,0.0,24,D
25354,20130723,0900,1.6,-,3.9,0.0,24,D
25354,20130724,0900,0.8,-,4.0,0.0,24,D
25354,20130725,0900,0.0,-,5.0,0.0,24,D
25354,20130726,0900,0.0,-,6.0,0.0,24,D
25354,20130727,0900,0.0,-,7.0,0.0,24,D
25354,20130728,0900,0.0,-,8.0,0.0,24,D
25354,20130729,0900,0.2,-,8.7,0.0,24,D
25354,20130730,0900,0.2,-,9.5,0.0,24,D
25354,20130731,0900,0.0,-,10.5,0.0,24,D
25354,20130801,0900,0.0,-,11.5,0.0,24,D
25354,20130802,0900,0.0,-,12.8,0.0,24,D
25354,20130803,0900,0.0,-,14.2,0.0,24,D
25354,20130804,0900,0.0,-,15.5,0.0,24,D
25354,20130805,0900,0.8,-,16.1,0.0,24,D
25354,20130806,0900,2.4,-,15.0,0.0,24,D
25354,20130807,0900,0.0,-,16.4,0.0,24,D
25354,20130808,0900,2.4,-,15.3,0.0,24,D
25354,20130810,0900,0.2,-,17.8,0.0,24,D
25354,20130811,0900,1.2,-,18.0,0.0,24,D
25354,20130812,0900,30.0,-,0.0,10.7,24,D
25354,20130813,0900,2.6,-,0.0,1.3,24,D
25354,20130814,0900,2.8,-,0.0,1.5,24,D
25354,20130815,0900,0.0,-,1.3,0.0,24,D
25354,20130816,0900,0.0,-,2.7,0.0,24,D
25354,20130817,0900,1.4,-,2.6,0.0,24,D
25354,20130818,0900,5.2,-,0.0,1.2,24,D
25354,20130819,0900,0.6,-,0.7,0.0,24,D
25354,20130820,0900,0.0,-,2.1,0.0,24,D
25354,20130821,0900,0.0,-,3.4,0.0,24,D
25354,20130822,0900,2.0,-,2.8,0.0,24,D
25354,20130823,0900,1.4,-,2.7,0.0,24,D
25354,20130824,0900,0.0,-,4.1,0.0,24,D
25354,20130825,0900,0.0,-,5.4,0.0,24,D
25354,20130826,0900,0.0,-,6.8,0.0,24,D
25354,20130827,0900,0.0,-,8.1,0.0,24,D
25354,20130828,0900,0.0,-,9.5,0.0,24,D
25354,20130829,0900,18.2,-,0.0,7.4,24,D
25354,20130830,0900,2.2,-,0.0,0.9,24,D
25354,20130831,0900,2.0,-,0.0,0.7,24,D
25354,20130901,0900,0.0,-,1.3,0.0,24,D
25354,20130902,0900,0.0,-,3.5,0.0,24,D
25354,20130903,0900,0.0,-,5.6,0.0,24,D
25354,20130904,0900,0.0,-,7.8,0.0,24,D
25354,20130905,0900,14.4,-,0.0,4.5,24,D
25354,20130906,0900,6.2,-,0.0,4.1,24,D
25354,20130907,0900,0.0,-,2.1,0.0,24,D
25354,20130908,0900,0.0,-,4.3,0.0,24,D
25354,20130909,0900,0.0,-,6.4,0.0,24,D
25354,20130910,0900,0.0,-,8.6,0.0,24,D
25354,20130911,0900,12.2,-,0.0,1.5,24,D
25354,20130912,0900,9.2,-,0.0,7.1,24,D
25354,20130913,0900,0.0,-,2.1,0.0,24,D
25354,20130914,0900,0.0,-,4.3,0.0,24,D
25354,20130915,0900,0.4,-,6.0,0.0,24,D
25354,20130916,0900,0.2,-,8.0,0.0,24,D
25354,20130917,0900,0.4,-,9.7,0.0,24,D
25354,20130918,0900,1.0,-,10.9,0.0,24,D
25354,20130919,0900,0.0,-,13.0,0.0,24,D
25354,20130920,0900,10.8,-,4.3,0.0,24,D
25354,20130921,0900,26.0,-,0.0,19.5,24,D
25354,20130922,0900,15.2,-,0.0,13.1,24,D
25354,20130923,0900,1.0,-,1.1,0.0,24,D
25354,20130924,0900,0.2,-,3.1,0.0,24,D
25354,20130925,0900,10.6,-,0.0,5.4,24,D
25354,20130926,0900,18.4,-,0.0,16.3,24,D
25354,20130927,0900,0.0,-,2.1,0.0,24,D
25354,20130928,0900,0.4,-,3.9,0.0,24,D
25354,20130929,0800,3.8,-,2.2,0.0,24,D
25354,20130930,0800,9.0,-,0.0,4.6,24,D
25354,20131001,0800,7.4,-,0.0,5.3,24,D
25354,20131002,0800,0.0,-,3.0,0.0,24,D
25354,20131003,0800,0.0,-,5.9,0.0,24,D
25354,20131004,0800,1.4,-,7.5,0.0,24,D
25354,20131005,0800,1.4,-,9.1,0.0,24,D
25354,20131006,0800,0.0,-,12.0,0.0,24,D
25354,20131007,0800,0.0,-,15.0,0.0,24,D
25354,20131008,0800,0.0,-,18.0,0.0,24,D
25354,20131009,0800,18.8,-,2.1,0.0,24,D
25354,20131010,0800,10.4,-,0.0,5.3,24,D
25354,20131011,0800,2.6,-,0.4,0.0,24,D
25354,20131012,0800,39.2,-,0.0,35.9,24,D
25354,20131013,0800,1.4,-,1.6,0.0,24,D
25354,20131014,0800,0.2,-,4.3,0.0,24,D
25354,20131015,0800,21.6,-,0.0,14.3,24,D
25354,20131016,0800,13.0,-,0.0,10.0,24,D
25354,20131017,0800,0.0,-,3.0,0.0,24,D
25354,20131018,0800,0.0,-,5.9,0.0,24,D
25354,20131019,0800,0.0,-,8.9,0.0,24,D
25354,20131020,0800,0.0,-,11.9,0.0,24,D
25354,20131021,0800,0.0,-,14.8,0.0,24,D
25354,20131022,0800,0.0,-,17.8,0.0,24,D
25354,20131023,0800,0.0,-,20.8,0.0,24,D
25354,20131024,0800,3.6,-,20.1,0.0,24,D
25354,20131025,0800,5.8,-,17.3,0.0,24,D
25354,20131026,0800,4.2,-,16.0,0.0,24,D
25354,20131027,0800,0.0,-,19.0,0.0,24,D
25354,20131028,0800,0.0,-,22.0,0.0,24,D
25354,20131029,0800,0.0,-,24.9,0.0,24,D
25354,20131030,0800,0.0,-,27.9,0.0,24,D
25354,20131031,0800,24.6,-,6.3,0.0,24,D
25354,20131101,0800,13.8,-,0.0,4.6,24,D
25354,20131102,0800,6.2,-,0.0,2.3,24,D
25354,20131103,0800,0.2,-,3.7,0.0,24,D
25354,20131104,0800,0.0,-,7.5,0.0,24,D
25354,20131105,0800,0.0,-,11.4,0.0,24,D
25354,20131106,0800,0.0,-,15.2,0.0,24,D
25354,20131107,0800,18.4,-,0.7,0.0,24,D
25354,20131108,0800,1.8,-,2.7,0.0,24,D
25354,20131109,0800,1.2,-,5.4,0.0,24,D
25354,20131110,0800,0.0,-,9.3,0.0,24,D
25354,20131111,0800,0.2,-,12.9,0.0,24,D
25354,20131112,0800,0.0,-,16.8,0.0,24,D
25354,20131113,0800,0.0,-,20.6,0.0,24,D
25354,20131114,0800,0.0,-,24.5,0.0,24,D
25354,20131115,0800,0.0,-,28.3,0.0,24,D
25354,20131116,0800,0.0,-,32.2,0.0,24,D
25354,20131117,0800,0.0,-,36.1,0.0,24,D
25354,20131118,0800,0.0,-,39.9,0.0,24,D
25354,20131119,0800,0.0,-,43.8,0.0,24,D
25354,20131120,0800,0.0,-,47.6,0.0,24,D
25354,20131121,0800,0.0,-,51.5,0.0,24,D
25354,20131122,0800,0.0,-,55.3,0.0,24,D
25354,20131123,0800,0.0,-,59.2,0.0,24,D
25354,20131124,0800,0.0,-,63.0,0.0,24,D
25354,20131125,0800,0.0,-,66.9,0.0,24,D
25354,20131126,0800,13.8,-,57.0,0.0,24,D
25354,20131127,0800,11.0,-,49.8,0.0,24,D
25354,20131128,0800,7.2,-,46.5,0.0,24,D
25354,20131129,0800,32.8,-,17.5,0.0,24,D
25354,20131130,0800,0.0,-,21.4,0.0,24,D
25354,20131201,0800,0.8,-,24.4,0.0,24,D
25354,20131202,0800,0.0,-,29.2,0.0,24,D
25354,20131203,0800,0.0,-,34.0,0.0,24,D
25354,20131204,0800,0.0,-,38.8,0.0,24,D
25354,20131205,0800,3.0,-,40.6,0.0,24,D
25354,20131206,0800,0.4,-,44.9,0.0,24,D
25354,20131207,0800,0.4,-,49.3,0.0,24,D
25354,20131208,0800,1.6,-,52.5,0.0,24,D
25354,20131209,0800,0.0,-,57.3,0.0,24,D
25354,20131210,0800,5.6,-,56.4,0.0,24,D
25354,20131211,0800,0.0,-,61.2,0.0,24,D
25354,20131212,0800,0.0,-,66.0,0.0,24,D
25354,20131213,0800,1.6,-,69.2,0.0,24,D
25354,20131214,0800,0.0,-,73.9,0.0,24,D
25354,20131215,0800,0.0,-,78.7,0.0,24,D
25354,20131216,0800,0.0,-,83.3,0.0,24,D
25354,20131217,0800,0.2,-,87.3,0.0,24,D
25354,20131218,0800,0.0,-,91.3,0.0,24,D
25354,20131219,0800,1.6,-,93.4,0.0,24,D
25354,20131220,0800,0.0,-,97.1,0.0,24,D
25354,20131221,0800,0.0,-,100.4,0.0,24,D
25354,20131222,0800,1.2,-,102.4,0.0,24,D
25354,20131223,0800,0.0,-,105.4,0.0,24,D
25354,20131224,0800,2.0,-,106.3,0.0,24,D
25354,20131225,0800,3.0,-,106.0,0.0,24,D
25354,20131226,0800,1.4,-,107.4,0.0,24,D
25354,20131227,0800,8.2,-,102.0,0.0,24,D
25354,20131228,0800,13.8,-,91.2,0.0,24,D
25354,20131229,0800,1.4,-,93.6,0.0,24,D
25354,20131230,0800,4.6,-,92.6,0.0,24,D
25354,20131231,0800,1.4,-,94.8,0.0,24,D
25354,20140101,0800,0.0,-,98.3,0.0,24,D
25354,20140102,0800,18.0,-,83.9,0.0,24,D
25354,20140103,0800,0.0,-,88.5,0.0,24,D
25354,20140104,0800,21.8,-,71.0,0.0,24,D
25354,20140105,0800,25.8,-,50.4,0.0,24,D
25354,20140106,0800,3.6,-,52.0,0.0,24,D
25354,20140107,0800,0.0,-,57.2,0.0,24,D
25354,20140108,0800,0.0,-,62.4,0.0,24,D
25354,20140109,0800,9.4,-,58.2,0.0,24,D
25354,20140110,0800,0.2,-,63.2,0.0,24,D
25354,20140111,0800,0.0,-,68.4,0.0,24,D
25354,20140112,0800,0.0,-,73.7,0.0,24,D
25354,20140113,0800,0.0,-,78.9,0.0,24,D
25354,20140114,0800,0.0,-,83.8,0.0,24,D
25354,20140115,0800,0.0,-,88.4,0.0,24,D
25354,20140116,0800,0.0,-,92.7,0.0,24,D
25354,20140117,0800,2.2,-,94.5,0.0,24,D
25354,20140118,0800,0.4,-,97.9,0.0,24,D
25354,20140119,0800,0.0,-,101.5,0.0,24,D
25354,20140120,0800,0.0,-,104.9,0.0,24,D
25354,20140121,0800,10.6,-,97.4,0.0,24,D
25354,20140122,0800,24.0,-,77.1,0.0,24,D
25354,20140123,0800,1.0,-,81.2,0.0,24,D
25354,20140124,0800,0.0,-,85.9,0.0,24,D
25354,20140125,0800,0.0,-,90.4,0.0,24,D
25354,20140126,0800,0.0,-,94.5,0.0,24,D
25354,20140127,0800,15.6,-,82.8,0.0,24,D
25354,20140128,0800,0.0,-,87.4,0.0,24,D
25354,20140129,0800,0.0,-,91.8,0.0,24,D
25354,20140130,0800,0.0,-,95.8,0.0,24,D
25354,20140131,0800,0.0,-,99.6,0.0,24,D
25354,20140201,0800,0.0,-,103.1,0.0,24,D
25354,20140202,0800,0.0,-,105.9,0.0,24,D
