Name,Agent,Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Position,Precision,Observing Authority
Wellington Kelburn Aws,25354,E1427P,-41.285,174.768,125,G,Metservice
Station,Date,Time,Amount (mm),SofG,Deficit (mm),Runoff (mm),Period (Hrs),Freq
25354,20040430,0900,3.8,-,-,-,24,D
25354,20040501,0900,0.8,-,-,-,24,D
25354,20040502,0900,8.6,-,-,-,24,D
25354,20040503,0900,3.2,-,-,-,24,D
25354,20040504,0900,18.0,-,-,-,24,D
25354,20040505,0900,0.2,-,-,-,24,D
25354,20040506,0900,1.0,-,-,-,24,D
25354,20040507,0900,0.0,-,-,-,24,D
25354,20040508,0900,0.0,-,-,-,24,D
25354,20040509,0900,0.0,-,-,-,24,D
25354,20040510,0900,0.0,-,-,-,24,D
25354,20040511,0900,0.0,-,-,-,24,D
25354,20040512,0900,0.4,-,-,-,24,D
25354,20040513,0900,25.2,-,-,-,24,D
25354,20040514,0900,0.2,-,-,-,24,D
25354,20040515,0900,0.4,-,-,-,24,D
25354,20040516,0900,0.0,-,-,-,24,D
25354,20040517,0900,4.0,-,-,-,24,D
25354,20040518,0900,0.0,-,-,-,24,D
25354,20040519,0900,0.0,-,-,-,24,D
25354,20040520,0900,0.0,-,-,-,24,D
25354,20040521,0900,0.0,-,-,-,24,D
25354,20040522,0900,0.0,-,-,-,24,D
25354,20040523,0900,1.6,-,-,-,24,D
25354,20040524,0900,0.0,-,-,-,24,D
25354,20040525,0900,9.6,-,-,-,24,D
25354,20040526,0900,1.4,-,-,-,24,D
25354,20040527,0900,0.0,-,-,-,24,D
25354,20040528,0900,0.0,-,-,-,24,D
25354,20040529,0900,14.2,-,-,-,24,D
25354,20040530,0900,0.0,-,-,-,24,D
25354,20040531,0900,4.8,-,-,-,24,D
25354,20040601,0900,0.0,-,-,-,24,D
25354,20040602,0900,0.0,-,-,-,24,D
25354,20040603,0900,0.0,-,-,-,24,D
25354,20040604,0900,0.0,-,-,-,24,D
25354,20040605,0900,2.8,-,-,-,24,D
25354,20040606,0900,0.6,-,-,-,24,D
25354,20040607,0900,0.0,-,-,-,24,D
25354,20040608,0900,0.0,-,-,-,24,D
25354,20040609,0900,0.0,-,-,-,24,D
25354,20040610,0900,0.0,-,-,-,24,D
25354,20040611,0900,2.2,-,-,-,24,D
25354,20040612,0900,0.2,-,-,-,24,D
25354,20040613,0900,0.0,-,-,-,24,D
25354,20040614,0900,0.0,-,-,-,24,D
25354,20040615,0900,0.2,-,-,-,24,D
25354,20040616,0900,1.0,-,-,-,24,D
25354,20040617,0900,0.0,-,-,-,24,D
25354,20040618,0900,1.8,-,-,-,24,D
25354,20040619,0900,30.4,-,-,-,24,D
25354,20040620,0900,2.0,-,-,-,24,D
25354,20040621,0900,5.4,-,-,-,24,D
25354,20040622,0900,0.4,-,-,-,24,D
25354,20040623,0900,0.4,-,-,-,24,D
25354,20040624,0900,0.0,-,-,-,24,D
25354,20040625,0900,0.0,-,-,-,24,D
25354,20040626,0900,0.0,-,-,-,24,D
25354,20040627,0900,2.4,-,-,-,24,D
25354,20040628,0900,14.8,-,5.2,0.0,24,D
25354,20040629,0900,0.0,-,5.8,0.0,24,D
25354,20040630,0900,0.0,-,6.6,0.0,24,D
25354,20040701,0900,0.5,-,6.9,0.0,24,D
25354,20040702,0900,0.0,-,7.7,0.0,24,D
25354,20040703,0900,0.8,-,7.6,0.0,24,D
25354,20040704,0900,2.8,-,5.5,0.0,24,D
25354,20040705,0900,0.0,-,6.3,0.0,24,D
25354,20040706,0900,0.6,-,6.4,0.0,24,D
25354,20040707,0900,6.6,-,0.6,0.0,24,D
25354,20040708,0900,49.0,-,0.0,47.7,24,D
25354,20040709,0900,0.0,-,0.7,0.0,24,D
25354,20040710,0900,0.0,-,1.5,0.0,24,D
25354,20040711,0900,0.2,-,2.0,0.0,24,D
25354,20040712,0900,0.0,-,2.8,0.0,24,D
25354,20040713,0900,0.0,-,3.5,0.0,24,D
25354,20040714,0900,0.0,-,4.3,0.0,24,D
25354,20040715,0900,0.4,-,4.6,0.0,24,D
25354,20040716,0900,7.4,-,0.0,2.1,24,D
25354,20040717,0900,40.2,-,0.0,39.5,24,D
25354,20040718,0900,30.6,-,0.0,29.9,24,D
25354,20040719,0900,0.6,-,0.1,0.0,24,D
25354,20040720,0900,0.0,-,0.9,0.0,24,D
25354,20040721,0900,0.4,-,1.2,0.0,24,D
25354,20040722,0900,0.0,-,2.0,0.0,24,D
25354,20040723,0900,3.2,-,0.0,0.5,24,D
25354,20040724,0900,0.6,-,0.1,0.0,24,D
25354,20040725,0900,1.0,-,0.0,0.1,24,D
25354,20040726,0900,0.0,-,0.7,0.0,24,D
25354,20040727,0900,6.0,-,0.0,4.5,24,D
25354,20040728,0900,0.0,-,0.7,0.0,24,D
25354,20040729,0900,17.6,-,0.0,16.1,24,D
25354,20040730,0900,5.6,-,0.0,4.9,24,D
25354,20040731,0900,0.0,-,0.7,0.0,24,D
25354,20040801,0900,0.2,-,1.2,0.0,24,D
25354,20040802,0900,0.0,-,2.6,0.0,24,D
25354,20040803,0900,0.5,-,3.5,0.0,24,D
25354,20040804,0900,0.0,-,4.8,0.0,24,D
25354,20040805,0900,5.2,-,1.0,0.0,24,D
25354,20040806,0900,10.2,-,0.0,7.8,24,D
25354,20040807,0900,1.0,-,0.4,0.0,24,D
25354,20040808,0900,0.0,-,1.7,0.0,24,D
25354,20040809,0900,1.2,-,1.9,0.0,24,D
25354,20040810,0900,0.2,-,3.1,0.0,24,D
25354,20040811,0900,8.0,-,0.0,3.6,24,D
25354,20040812,0900,0.2,-,1.2,0.0,24,D
25354,20040813,0900,0.0,-,2.5,0.0,24,D
25354,20040814,0900,0.0,-,3.9,0.0,24,D
25354,20040815,0900,8.8,-,0.0,3.5,24,D
25354,20040816,0900,16.8,-,0.0,15.4,24,D
25354,20040817,0900,2.2,-,0.0,0.8,24,D
25354,20040818,0900,28.2,-,0.0,26.8,24,D
25354,20040819,0900,7.0,-,0.0,5.6,24,D
25354,20040820,0900,0.0,-,1.4,0.0,24,D
25354,20040821,0900,0.0,-,2.7,0.0,24,D
25354,20040822,0900,9.6,-,0.0,5.5,24,D
25354,20040823,0900,1.4,-,0.0,0.0,24,D
25354,20040824,0900,0.2,-,1.2,0.0,24,D
25354,20040825,0900,0.0,-,2.5,0.0,24,D
25354,20040826,0900,0.0,-,3.9,0.0,24,D
25354,20040827,0900,4.4,-,0.9,0.0,24,D
25354,20040828,0900,12.4,-,0.0,10.2,24,D
25354,20040829,0900,6.6,-,0.0,5.2,24,D
25354,20040830,0900,4.6,-,0.0,3.2,24,D
25354,20040831,0900,0.2,-,1.2,0.0,24,D
25354,20040901,0900,0.0,-,2.6,0.0,24,D
25354,20040902,0900,7.8,-,0.0,3.0,24,D
25354,20040903,0900,0.8,-,1.4,0.0,24,D
25354,20040904,0900,0.4,-,3.3,0.0,24,D
25354,20040905,0900,0.2,-,5.3,0.0,24,D
25354,20040906,0900,0.4,-,7.1,0.0,24,D
25354,20040907,0900,0.2,-,9.2,0.0,24,D
25354,20040908,0900,0.0,-,11.4,0.0,24,D
25354,20040909,0900,0.0,-,13.6,0.0,24,D
25354,20040910,0900,0.0,-,15.9,0.0,24,D
25354,20040911,0900,0.0,-,18.1,0.0,24,D
25354,20040912,0900,13.2,-,7.1,0.0,24,D
25354,20040913,0900,23.4,-,0.0,14.0,24,D
25354,20040914,0900,10.4,-,0.0,8.2,24,D
25354,20040915,0900,1.0,-,1.2,0.0,24,D
25354,20040916,0900,0.5,-,3.0,0.0,24,D
25354,20040917,0900,11.4,-,0.0,6.2,24,D
25354,20040918,0900,0.6,-,1.6,0.0,24,D
25354,20040919,0900,6.2,-,0.0,2.3,24,D
25354,20040920,0900,0.2,-,2.0,0.0,24,D
25354,20040921,0900,0.0,-,4.3,0.0,24,D
25354,20040922,0900,0.0,-,6.5,0.0,24,D
25354,20040923,0900,0.0,-,8.7,0.0,24,D
25354,20040924,0900,0.0,-,11.0,0.0,24,D
25354,20040925,0900,4.6,-,8.6,0.0,24,D
25354,20040926,0900,0.0,-,10.8,0.0,24,D
25354,20040927,0900,0.0,-,13.1,0.0,24,D
25354,20040928,0900,25.8,-,0.0,10.5,24,D
25354,20040929,0900,21.4,-,0.0,19.2,24,D
25354,20040930,0900,0.2,-,2.0,0.0,24,D
25354,20041001,0900,12.0,-,0.0,7.8,24,D
25354,20041002,0900,1.6,-,1.0,0.0,24,D
25354,20041003,0800,0.2,-,3.5,0.0,24,D
25354,20041004,0800,0.0,-,6.1,0.0,24,D
25354,20041005,0800,3.6,-,5.2,0.0,24,D
25354,20041006,0800,7.5,-,0.3,0.0,24,D
25354,20041007,0800,0.0,-,3.0,0.0,24,D
25354,20041008,0800,5.6,-,0.0,0.0,24,D
25354,20041009,0800,1.0,-,1.6,0.0,24,D
25354,20041010,0800,3.0,-,1.3,0.0,24,D
25354,20041011,0800,6.0,-,0.0,2.1,24,D
25354,20041012,0800,0.0,-,2.6,0.0,24,D
25354,20041013,0800,0.0,-,5.3,0.0,24,D
25354,20041014,0800,0.0,-,7.9,0.0,24,D
25354,20041015,0800,0.0,-,10.6,0.0,24,D
25354,20041016,0800,13.2,-,0.0,0.0,24,D
25354,20041017,0800,1.0,-,1.7,0.0,24,D
25354,20041018,0800,8.2,-,0.0,3.9,24,D
25354,20041019,0800,0.8,-,1.8,0.0,24,D
25354,20041020,0800,0.0,-,4.5,0.0,24,D
25354,20041021,0800,0.4,-,6.7,0.0,24,D
25354,20041022,0800,0.0,-,9.4,0.0,24,D
25354,20041023,0800,0.0,-,12.0,0.0,24,D
25354,20041024,0800,1.8,-,12.9,0.0,24,D
25354,20041025,0800,0.6,-,14.9,0.0,24,D
25354,20041026,0800,0.2,-,17.3,0.0,24,D
25354,20041027,0800,0.0,-,20.0,0.0,24,D
25354,20041028,0800,0.4,-,22.2,0.0,24,D
25354,20041029,0800,1.6,-,23.3,0.0,24,D
25354,20041030,0800,17.4,-,8.5,0.0,24,D
25354,20041031,0800,2.8,-,8.3,0.0,24,D
25354,20041101,0800,0.0,-,10.9,0.0,24,D
25354,20041102,0800,0.0,-,14.6,0.0,24,D
25354,20041103,0800,0.0,-,18.2,0.0,24,D
25354,20041104,0800,0.0,-,21.8,0.0,24,D
25354,20041105,0800,0.0,-,25.5,0.0,24,D
25354,20041106,0800,0.6,-,28.5,0.0,24,D
25354,20041107,0800,0.0,-,32.1,0.0,24,D
25354,20041108,0800,0.0,-,35.8,0.0,24,D
25354,20041109,0800,0.0,-,39.4,0.0,24,D
25354,20041110,0800,0.0,-,43.0,0.0,24,D
25354,20041111,0800,19.0,-,27.7,0.0,24,D
25354,20041112,0800,0.0,-,31.3,0.0,24,D
25354,20041113,0800,0.0,-,34.9,0.0,24,D
25354,20041114,0800,0.0,-,38.6,0.0,24,D
25354,20041115,0800,19.2,-,23.0,0.0,24,D
25354,20041116,0800,3.6,-,23.0,0.0,24,D
25354,20041117,0800,0.0,-,26.7,0.0,24,D
25354,20041118,0800,0.0,-,30.3,0.0,24,D
25354,20041119,0800,0.0,-,33.9,0.0,24,D
25354,20041120,0800,0.0,-,37.6,0.0,24,D
25354,20041121,0800,0.0,-,41.2,0.0,24,D
25354,20041122,0800,0.0,-,44.8,0.0,24,D
25354,20041123,0800,0.0,-,48.5,0.0,24,D
25354,20041124,0800,14.4,-,37.7,0.0,24,D
25354,20041125,0800,3.6,-,37.7,0.0,24,D
25354,20041126,0800,5.6,-,35.8,0.0,24,D
25354,20041127,0800,0.0,-,39.4,0.0,24,D
25354,20041128,0800,0.0,-,43.0,0.0,24,D
25354,20041129,0800,0.2,-,46.5,0.0,24,D
25354,20041130,0800,0.4,-,49.7,0.0,24,D
25354,20041201,0800,0.0,-,53.3,0.0,24,D
25354,20041202,0800,0.0,-,57.9,0.0,24,D
25354,20041203,0800,0.2,-,62.2,0.0,24,D
25354,20041204,0800,0.0,-,66.8,0.0,24,D
25354,20041205,0800,0.0,-,71.3,0.0,24,D
25354,20041206,0800,18.6,-,57.2,0.0,24,D
25354,20041207,0800,0.2,-,61.6,0.0,24,D
25354,20041208,0800,1.4,-,64.7,0.0,24,D
25354,20041209,0800,0.2,-,69.1,0.0,24,D
25354,20041210,0800,0.8,-,72.8,0.0,24,D
25354,20041211,0800,15.6,-,61.8,0.0,24,D
25354,20041212,0800,0.2,-,66.1,0.0,24,D
25354,20041213,0800,0.0,-,70.6,0.0,24,D
25354,20041214,0800,0.0,-,75.2,0.0,24,D
25354,20041215,0800,0.0,-,79.7,0.0,24,D
25354,20041216,0800,14.2,-,69.8,0.0,24,D
25354,20041217,0800,14.2,-,60.1,0.0,24,D
25354,20041218,0800,3.2,-,61.5,0.0,24,D
25354,20041219,0800,14.4,-,51.6,0.0,24,D
25354,20041220,0800,0.0,-,56.1,0.0,24,D
25354,20041221,0800,1.8,-,58.9,0.0,24,D
25354,20041222,0800,0.2,-,63.2,0.0,24,D
25354,20041223,0800,0.0,-,67.8,0.0,24,D
25354,20041224,0800,0.0,-,72.3,0.0,24,D
25354,20041225,0800,0.0,-,76.8,0.0,24,D
25354,20041226,0800,0.2,-,81.1,0.0,24,D
25354,20041227,0800,0.0,-,85.2,0.0,24,D
25354,20041228,0800,0.0,-,89.2,0.0,24,D
25354,20041229,0800,0.0,-,92.9,0.0,24,D
25354,20041230,0800,0.2,-,96.1,0.0,24,D
25354,20041231,0800,37.6,-,61.8,0.0,24,D
25354,20050101,0800,0.8,-,65.5,0.0,24,D
25354,20050102,0800,10.6,-,59.4,0.0,24,D
25354,20050103,0800,0.2,-,63.7,0.0,24,D
25354,20050104,0800,0.0,-,68.2,0.0,24,D
25354,20050105,0800,2.2,-,70.4,0.0,24,D
25354,20050106,0800,43.0,-,31.9,0.0,24,D
25354,20050107,0800,0.0,-,36.4,0.0,24,D
25354,20050108,0800,7.4,-,33.5,0.0,24,D
25354,20050109,0800,18.8,-,19.1,0.0,24,D
25354,20050110,0800,0.0,-,23.6,0.0,24,D
25354,20050111,0800,0.0,-,28.1,0.0,24,D
25354,20050112,0800,0.0,-,32.6,0.0,24,D
25354,20050113,0800,0.0,-,37.0,0.0,24,D
25354,20050114,0800,0.0,-,41.5,0.0,24,D
25354,20050115,0800,0.0,-,46.0,0.0,24,D
25354,20050116,0800,0.0,-,50.5,0.0,24,D
25354,20050117,0800,0.0,-,54.9,0.0,24,D
25354,20050118,0800,0.0,-,59.4,0.0,24,D
25354,20050119,0800,0.0,-,63.9,0.0,24,D
25354,20050120,0800,0.0,-,68.4,0.0,24,D
25354,20050121,0800,0.0,-,72.8,0.0,24,D
25354,20050122,0800,0.0,-,77.3,0.0,24,D
25354,20050123,0800,0.0,-,81.6,0.0,24,D
25354,20050124,0800,4.0,-,81.7,0.0,24,D
25354,20050125,0800,0.0,-,85.8,0.0,24,D
25354,20050126,0800,0.0,-,89.6,0.0,24,D
25354,20050127,0800,0.0,-,93.2,0.0,24,D
25354,20050128,0800,0.0,-,96.6,0.0,24,D
25354,20050129,0800,0.0,-,99.8,0.0,24,D
25354,20050130,0800,0.0,-,102.8,0.0,24,D
25354,20050131,0800,0.0,-,105.6,0.0,24,D
25354,20050201,0800,0.0,-,108.2,0.0,24,D
25354,20050202,0800,4.2,-,106.6,0.0,24,D
25354,20050203,0800,0.6,-,108.7,0.0,24,D
25354,20050204,0800,0.0,-,111.3,0.0,24,D
25354,20050205,0800,0.0,-,113.7,0.0,24,D
25354,20050206,0800,0.0,-,116.0,0.0,24,D
25354,20050207,0800,0.0,-,118.1,0.0,24,D
25354,20050208,0800,0.0,-,120.1,0.0,24,D
25354,20050209,0800,0.0,-,121.9,0.0,24,D
25354,20050210,0800,0.0,-,123.7,0.0,24,D
25354,20050211,0800,0.0,-,125.3,0.0,24,D
25354,20050212,0800,13.2,-,113.6,0.0,24,D
25354,20050213,0800,0.0,-,115.9,0.0,24,D
25354,20050214,0800,14.4,-,103.6,0.0,24,D
25354,20050215,0800,1.6,-,104.9,0.0,24,D
25354,20050216,0800,0.0,-,107.7,0.0,24,D
25354,20050217,0800,0.0,-,110.3,0.0,24,D
25354,20050218,0800,0.0,-,112.8,0.0,24,D
25354,20050219,0800,0.0,-,115.1,0.0,24,D
25354,20050220,0800,0.0,-,117.3,0.0,24,D
25354,20050221,0800,0.0,-,119.3,0.0,24,D
25354,20050222,0800,0.0,-,121.2,0.0,24,D
25354,20050223,0800,0.0,-,123.0,0.0,24,D
25354,20050224,0800,0.0,-,124.7,0.0,24,D
25354,20050225,0800,0.0,-,126.3,0.0,24,D
25354,20050226,0800,0.0,-,127.7,0.0,24,D
25354,20050227,0800,0.0,-,129.1,0.0,24,D
25354,20050228,0800,4.4,-,126.0,0.0,24,D
25354,20050301,0800,6.0,-,121.5,0.0,24,D
25354,20050302,0800,0.2,-,122.3,0.0,24,D
25354,20050303,0800,0.0,-,123.2,0.0,24,D
25354,20050304,0800,0.0,-,124.1,0.0,24,D
25354,20050305,0800,0.0,-,125.0,0.0,24,D
25354,20050306,0800,0.0,-,125.9,0.0,24,D
25354,20050307,0800,11.4,-,115.3,0.0,24,D
25354,20050308,0800,0.6,-,115.9,0.0,24,D
25354,20050309,0800,0.0,-,117.1,0.0,24,D
25354,20050310,0800,0.0,-,118.2,0.0,24,D
25354,20050311,0800,4.8,-,114.5,0.0,24,D
25354,20050312,0800,0.2,-,115.5,0.0,24,D
25354,20050313,0800,0.0,-,116.7,0.0,24,D
25354,20050314,0800,0.0,-,117.8,0.0,24,D
25354,20050315,0800,0.0,-,118.9,0.0,24,D
25354,20050316,0800,6.8,-,113.2,0.0,24,D
25354,20050317,0800,0.0,-,114.4,0.0,24,D
25354,20050318,0800,0.2,-,115.5,0.0,24,D
25354,20050319,0800,1.6,-,115.0,0.0,24,D
25354,20050320,0900,2.8,-,113.4,0.0,24,D
25354,20050321,0900,0.0,-,114.7,0.0,24,D
25354,20050322,0900,1.4,-,114.5,0.0,24,D
25354,20050323,0900,0.8,-,114.9,0.0,24,D
25354,20050324,0900,0.2,-,115.9,0.0,24,D
25354,20050325,0900,4.2,-,112.9,0.0,24,D
25354,20050326,0900,2.0,-,112.2,0.0,24,D
25354,20050327,0900,1.4,-,112.0,0.0,24,D
25354,20050328,0900,4.6,-,108.7,0.0,24,D
25354,20050329,0900,0.2,-,110.0,0.0,24,D
25354,20050330,0900,13.0,-,98.3,0.0,24,D
25354,20050331,0900,76.4,-,23.7,0.0,24,D
25354,20050401,0900,17.4,-,8.9,0.0,24,D
25354,20050402,0900,0.2,-,10.5,0.0,24,D
25354,20050403,0900,0.2,-,12.2,0.0,24,D
25354,20050404,0900,0.0,-,14.0,0.0,24,D
25354,20050405,0900,2.8,-,13.1,0.0,24,D
25354,20050406,0900,0.0,-,14.9,0.0,24,D
25354,20050407,0900,0.0,-,16.8,0.0,24,D
25354,20050408,0900,0.0,-,18.6,0.0,24,D
25354,20050409,0900,1.8,-,18.7,0.0,24,D
25354,20050410,0900,0.2,-,20.3,0.0,24,D
25354,20050411,0900,1.6,-,20.6,0.0,24,D
25354,20050412,0900,0.0,-,22.5,0.0,24,D
25354,20050413,0900,0.0,-,24.3,0.0,24,D
25354,20050414,0900,0.4,-,25.8,0.0,24,D
25354,20050415,0900,0.0,-,27.6,0.0,24,D
25354,20050416,0900,0.0,-,29.5,0.0,24,D
25354,20050417,0900,0.0,-,31.3,0.0,24,D
25354,20050418,0900,0.0,-,33.2,0.0,24,D
25354,20050419,0900,0.0,-,35.0,0.0,24,D
25354,20050420,0900,0.0,-,36.9,0.0,24,D
25354,20050421,0900,3.4,-,35.3,0.0,24,D
25354,20050422,0900,6.4,-,30.8,0.0,24,D
25354,20050423,0900,0.0,-,32.6,0.0,24,D
25354,20050424,0900,7.0,-,27.5,0.0,24,D
25354,20050425,0900,14.5,-,14.8,0.0,24,D
25354,20050426,0900,8.2,-,8.5,0.0,24,D
25354,20050427,0900,0.0,-,10.4,0.0,24,D
25354,20050428,0900,0.0,-,12.2,0.0,24,D
25354,20050429,0900,0.0,-,14.1,0.0,24,D
25354,20050430,0900,0.0,-,15.9,0.0,24,D
25354,20050501,0900,0.0,-,17.8,0.0,24,D
25354,20050502,0900,0.0,-,18.8,0.0,24,D
25354,20050503,0900,55.6,-,0.0,35.8,24,D
25354,20050504,0900,18.8,-,0.0,17.8,24,D
25354,20050505,0900,2.0,-,0.0,1.0,24,D
25354,20050506,0900,0.0,-,1.0,0.0,24,D
25354,20050507,0900,0.0,-,2.1,0.0,24,D
25354,20050508,0900,0.0,-,3.1,0.0,24,D
25354,20050509,0900,9.6,-,0.0,5.5,24,D
25354,20050510,0900,0.2,-,0.8,0.0,24,D
25354,20050511,0900,0.0,-,1.9,0.0,24,D
25354,20050512,0900,0.0,-,2.9,0.0,24,D
25354,20050513,0900,0.0,-,3.9,0.0,24,D
25354,20050514,0900,0.0,-,4.9,0.0,24,D
25354,20050515,0900,0.0,-,6.0,0.0,24,D
25354,20050516,0900,0.2,-,6.8,0.0,24,D
25354,20050517,0900,2.6,-,5.2,0.0,24,D
25354,20050518,0900,0.4,-,5.9,0.0,24,D
25354,20050519,0900,0.2,-,6.7,0.0,24,D
25354,20050520,0900,1.8,-,5.9,0.0,24,D
25354,20050521,0900,35.8,-,0.0,28.9,24,D
25354,20050522,0900,0.2,-,0.8,0.0,24,D
25354,20050523,0900,28.2,-,0.0,26.3,24,D
25354,20050524,0900,2.6,-,0.0,1.6,24,D
25354,20050525,0900,0.2,-,0.8,0.0,24,D
25354,20050526,0900,0.0,-,1.9,0.0,24,D
25354,20050527,0900,0.0,-,2.9,0.0,24,D
25354,20050528,0900,4.4,-,0.0,0.5,24,D
25354,20050529,0900,15.6,-,0.0,14.6,24,D
25354,20050530,0900,3.2,-,0.0,2.2,24,D
25354,20050531,0900,2.2,-,0.0,1.2,24,D
25354,20050601,0900,5.4,-,0.0,4.4,24,D
25354,20050602,0900,1.0,-,0.0,0.2,24,D
25354,20050603,0900,0.2,-,0.6,0.0,24,D
25354,20050604,0900,0.0,-,1.4,0.0,24,D
25354,20050605,0900,6.0,-,0.0,3.8,24,D
25354,20050606,0900,2.6,-,0.0,1.8,24,D
25354,20050607,0900,1.0,-,0.0,0.2,24,D
25354,20050608,0900,0.6,-,0.2,0.0,24,D
25354,20050609,0900,0.0,-,1.0,0.0,24,D
25354,20050610,0900,0.2,-,1.6,0.0,24,D
25354,20050611,0900,0.0,-,2.4,0.0,24,D
25354,20050612,0900,3.8,-,0.0,0.7,24,D
25354,20050613,0900,0.2,-,0.6,0.0,24,D
25354,20050614,0900,11.2,-,0.0,9.8,24,D
25354,20050615,0900,1.0,-,0.0,0.2,24,D
25354,20050616,0900,1.6,-,0.0,0.8,24,D
25354,20050617,0900,0.2,-,0.6,0.0,24,D
25354,20050618,0900,0.0,-,1.4,0.0,24,D
25354,20050619,0900,3.0,-,0.0,0.8,24,D
25354,20050620,0900,0.2,-,0.6,0.0,24,D
25354,20050621,0900,0.0,-,1.4,0.0,24,D
25354,20050622,0900,11.4,-,0.0,9.2,24,D
25354,20050623,0900,0.2,-,0.6,0.0,24,D
25354,20050624,0900,0.0,-,1.4,0.0,24,D
25354,20050625,0900,0.0,-,2.2,0.0,24,D
25354,20050626,0900,5.8,-,0.0,2.8,24,D
25354,20050627,0900,0.4,-,0.4,0.0,24,D
25354,20050628,0900,0.0,-,1.2,0.0,24,D
25354,20050629,0900,0.0,-,2.0,0.0,24,D
25354,20050630,0900,4.0,-,0.0,1.2,24,D
25354,20050701,0900,0.0,-,0.8,0.0,24,D
25354,20050702,0900,0.0,-,1.6,0.0,24,D
25354,20050703,0900,0.8,-,1.6,0.0,24,D
25354,20050704,0900,0.0,-,2.4,0.0,24,D
25354,20050705,0900,0.2,-,3.0,0.0,24,D
25354,20050706,0900,0.0,-,3.9,0.0,24,D
25354,20050707,0900,0.0,-,4.7,0.0,24,D
25354,20050708,0900,6.0,-,0.0,0.5,24,D
25354,20050709,0900,3.0,-,0.0,2.2,24,D
25354,20050710,0900,0.2,-,0.6,0.0,24,D
25354,20050711,0900,0.0,-,1.4,0.0,24,D
25354,20050712,0900,0.0,-,2.2,0.0,24,D
25354,20050713,0900,0.6,-,2.5,0.0,24,D
25354,20050714,0900,0.0,-,3.3,0.0,24,D
25354,20050715,0900,38.4,-,0.0,34.3,24,D
25354,20050716,0900,3.4,-,0.0,2.6,24,D
25354,20050717,0900,0.0,-,0.8,0.0,24,D
25354,20050718,0900,0.0,-,1.6,0.0,24,D
25354,20050719,0900,1.4,-,1.0,0.0,24,D
25354,20050720,0900,3.2,-,0.0,1.3,24,D
25354,20050721,0900,5.8,-,0.0,5.0,24,D
25354,20050722,0900,0.4,-,0.4,0.0,24,D
25354,20050723,0900,0.2,-,1.0,0.0,24,D
25354,20050724,0900,0.0,-,1.8,0.0,24,D
25354,20050725,0900,0.0,-,2.7,0.0,24,D
25354,20050726,0900,0.0,-,3.5,0.0,24,D
25354,20050727,0900,0.6,-,3.7,0.0,24,D
25354,20050728,0900,0.4,-,4.1,0.0,24,D
25354,20050729,0900,41.6,-,0.0,36.7,24,D
25354,20050730,0900,0.2,-,0.6,0.0,24,D
25354,20050731,0900,11.4,-,0.0,10.0,24,D
25354,20050801,0900,0.0,-,0.8,0.0,24,D
25354,20050802,0900,1.6,-,0.5,0.0,24,D
25354,20050803,0900,0.0,-,1.8,0.0,24,D
25354,20050804,0900,0.0,-,3.1,0.0,24,D
25354,20050805,0900,0.0,-,4.4,0.0,24,D
25354,20050806,0900,0.0,-,5.7,0.0,24,D
25354,20050807,0900,0.0,-,7.0,0.0,24,D
25354,20050808,0900,0.6,-,7.6,0.0,24,D
25354,20050809,0900,0.2,-,8.7,0.0,24,D
25354,20050810,0900,14.8,-,0.0,4.8,24,D
25354,20050811,0900,0.0,-,1.3,0.0,24,D
25354,20050812,0900,1.2,-,1.4,0.0,24,D
25354,20050813,0900,0.0,-,2.7,0.0,24,D
25354,20050814,0900,0.0,-,4.0,0.0,24,D
25354,20050815,0900,0.0,-,5.3,0.0,24,D
25354,20050816,0900,0.0,-,6.5,0.0,24,D
25354,20050817,0900,0.0,-,7.8,0.0,24,D
25354,20050818,0900,0.0,-,9.1,0.0,24,D
25354,20050819,0900,0.6,-,9.8,0.0,24,D
25354,20050820,0900,0.0,-,11.1,0.0,24,D
25354,20050821,0900,0.0,-,12.4,0.0,24,D
25354,20050822,0900,0.0,-,13.7,0.0,24,D
25354,20050823,0900,1.4,-,13.6,0.0,24,D
25354,20050824,0900,2.2,-,12.7,0.0,24,D
25354,20050825,0900,0.0,-,14.0,0.0,24,D
25354,20050826,0900,0.0,-,15.2,0.0,24,D
25354,20050827,0900,8.6,-,7.9,0.0,24,D
25354,20050828,0900,0.2,-,9.0,0.0,24,D
25354,20050829,0900,0.0,-,10.3,0.0,24,D
25354,20050830,0900,0.0,-,11.6,0.0,24,D
25354,20050831,0900,0.0,-,12.9,0.0,24,D
25354,20050901,0900,0.0,-,14.2,0.0,24,D
25354,20050902,0900,0.0,-,16.3,0.0,24,D
25354,20050903,0900,0.0,-,18.3,0.0,24,D
25354,20050904,0900,0.0,-,20.4,0.0,24,D
25354,20050905,0900,0.0,-,22.4,0.0,24,D
25354,20050906,0900,0.4,-,24.1,0.0,24,D
25354,20050907,0900,0.0,-,26.2,0.0,24,D
25354,20050908,0900,0.0,-,28.2,0.0,24,D
25354,20050909,0900,2.4,-,27.9,0.0,24,D
25354,20050910,0900,0.0,-,30.0,0.0,24,D
25354,20050911,0900,0.0,-,32.0,0.0,24,D
25354,20050912,0900,0.0,-,34.1,0.0,24,D
25354,20050913,0900,0.0,-,36.2,0.0,24,D
25354,20050914,0900,0.0,-,38.2,0.0,24,D
